text,label
"georgia mosque keeps hurricane harvey donations, send syrian refugees instead",0
world's popular candy removed shelves october 2017!,0
"scott baio, beloved face conservatism, dies small plane crash way visit trump",0
breaking: black hockey player fired raising fist national anthem,0
attorney general sessions statement recusal,0
breaking: rosa parks’ daughter praises trump’s response charlottesville – forfreedomworld,0
trump warns russia jehovah’s witnesses ban urges members seek asylum,0
bombshell!! obama paid fbi informant $1 million trump! election!,0
"singer tina turner: “this thanksgiving time 8 years thankful president, god bless supporters.” support tina ? – american president donald j. tru",0
"democrats tyranny: demand nationwide gun confiscation law-abiding americans… gunpoint, course",0
"fox network picks ‘roseanne,’ saying problem occasional racism – newly press news network – potus press network",0
ice removal key goal democrats 2020 election,0
obama orders life-sized bronze statute permanently installed white house,0
donald trump dead fatal heart attack! — steemit,0
vets trump facebook page,0
red hen owner just issued sick threat sarah sanders biz destroyed booting,0
libtard hero al franken forced resign disgrace,0
fox news' shepard smith: 'why lie lie lie?' russia meeting,0
trump nation,0
wilmington regional film commission,0
man loses testicles attempting smoke weed scuba tank,0
proudleader.com,0
"emma gonzalez bullied school shooter, isn’t sorry; retweets message blaming “white boys’ entitlement” cause school shootings",0
lady gaga reveals plan cover face “until trump gets fired office feel free more”,0
“gay people wear specially-colored clothes warn straight people”,0
san juan city council votes unanimously impeach trump-hating mayor,0
update: van illegals caught voting multiple alabama polling locations,0
breaking: irish superstar saoirse ronan dies on-set accident st. lucia,0
information nation,0
called it! gloria allred accuser **admits** tampered roy moore's yearbook 'signature' (video),0
miss universe guayana 2016 arrestada 2kilos en london airport😱,0
"nancy pelosi suffers breakdown, taken capitol hill stretcher",0
smoking gun=> san juan teamsters didn't work distribute relief supplies,0
breaking: president trump signs executive order stripping nfl ‘non-profit’ status,0
"michelle obama: ‘florida shooting clearly trump’s fault, shootings happening constantly president.we protect children tyrant”do support her?’",0
"family visits d.c. shelter, highlights homeless veterans’ plight",0
hillary hiding police discover dead body hidden huma abedin’s dumpster,0
breaking president trump makes english official language united states,0
breaking: santa fe killer confesses love obama,0
pence: “michelle obama vulgar lady we’ve had”,0
‘nasa confirms’ 15 days darkness coming month,0
snoop dogg arrested conspiracy talking ‘murder trump’ video,0
"shaquille o’neal says: ‘trump possibly best president president times ever, afraid to…’",0
breaking: mike huckabee just fired!,0
update: florida governor rick scott listed &;critical&; bizarre hurricane cleanup accident,0
breaking muslims’ disturbing plan comes grocery stores bare prepare irma,0
virginia republican wants schools check children's genitals using bathroom,0
leonardo dicaprio tells president obama he's going mars,0
prince william attend royal wedding leaving harry best man; princess diana happy,0
man pardoned obama ‘executed’ masked men halfway house,0
ecfr — code federal regulations,0
student hasn't stopped filming florida school shooting,0
breaking: trump caught investing dakota pipeline signing,0
fda announced vaccines causing autism,0
carnival cruise lines offer free cruises,0
breaking: fox star tucker carlson critical condition head collision driving home,0
busted: obama holding secret meetings overtake white house,0
texas law enforcement officer fatally shot arriving work 3 muslim refugee. support deport them?,0
hurricane irene: ‘photo’ shark swimming street fake,0
bombshell: internet sleuths just smoking gun dems planning violence charlottesville,0
new regulation requires 75 mph governor motorcycles,0
spicer: “trump legal right cancel scotus serve pleasure”,0
"breaking: fbi just raided white house, 6 people thrown",0
breaking: conservative icon ted nugent killed hunting accident,0
melania trump undergoes kidney surgery walter reed medical center,0
"no, sandra bullock didn't disparage hillary clinton",0
jimmy carter: “medical marijuana cured cancer”,0
"obama, donald trump, invited royal wedding prince harry meghan markle",0
"seattle police begin gun confiscations: laws broken, warrant, charges",0
trey gowdy breaks silence 2 investigators tortured killed…,0
9 celebrities say they'll canada donald trump president,0
malia obama arrested gang thugs chicago,0
southwest airlines 2017,0
pro-lifers declare “ejaculation murder: sperm cell life”,0
"somali immigrant crashes car ohio families home, killing infant home",0
post claiming free tickets allegiant air,0
british politician beaten protestors 'welcoming trump uk',0
archbishop desmond tutu dies holidaying texas,0
breaking: trump just ended welfare huge group 5 years! – let riots erupt!,0
"executive order leads capture isis leader, rasheed muhammad",0
eric schneiderman helped nxivm sell child sex slaves clintons,0
"melania trump: ‘if isis lay finger barron, i’ll scratch obama’s eyes out’",0
breaking: fbi issues warrant obama’s arrest confirming illegal trump tower wiretap,0
chinese lunar rover finds evidence american moon landings,0
whoa! youtube witness makes shocking admission live tv! cnn pulls plug immediately! — sharered,0
article retracted: red crescent says evidence chemical attack syria’s douma,0
‘smallville’ star confesses sold children rothschilds clintons,0
maxine waters getting criminally charged!,0
"amazing: 1984, new york times said trump best president…they forgot…..",0
cnn porn scare fake news spreads,0
breaking: crew air force refuses fly obama 6000 miles ‘just play golf’ – buzzfeedusa,0
breaking: federal judge grants permission subpoena trump,0
just in: wapo reporter broke news judge roy moore story criminal history “faking” * 100percentfedup.com,0
actress emma stone ‘for time history president that…,0
lance armstrong's defiant twitter photo shows relaxing seven yellow jerseys,0
pier 39 terrorist anti-trump antifa supporter,0
clinton’s hitman confesses deathbed (source: hannity),0
white supremacist killed protester democrat visited obama oval office (updated 16.08.2017) – newsfeed – hasslefree allsorts,0
adam sandler saying mormons,0
law passed: child support united states end beginning 2018,0
alabama secretary state,0
"hurricane irma: thing category 6 hurricane,",0
breaking: putin interference courts legal right make hillary president,0
texas church shooter antifa member vowed start civil war,0
dailynative.us,0
australia country begin microchipping citizens,0
clinton body count series : woman set testify clintons blown home explosion,0
obama’s tax- skipping – audit shows millions offshore accounts,0
washington state legislature votes change george washington owned slaves,0
kim jong dead: north koreans calling trump assassin,0
donald trump signs visa-free travel policy ghana,0
gates outlines 2018 plan depopulate planet,0
"legendary actor kirk douglas dead, 4 days 101st birthday",0
trueamericans.me -&nbspthis website sale! -&nbsptrueamericans resources information.,0
breaking: hillary clinton killed monster truck mishap,0
breaking: 2 million rounds ammo ‘went missing’ obama turns enemy hands,0
"300,000 pounds counterfeit rat meat sold chicken wings u.s.",0
tulsa school closes brutal fire.,0
breaking: malia obama suspended racist anti-white attack goes viral,0
mccain’s death bed secret just came killed skeleton suddenly resurfaces,0
ни чего нового как правильно,0
u.n. official 'accidentally' crushes throat right testifying hillary clinton,0
riot! michelle obama’s mom receive $160k year taxpayers’ pockets!,0
new law makes illegal shower laundry day,0
breaking: laura ingraham just fired!!,0
just today: trey gowdy new director fbi!,0
breaking: hilary clinton filed divorce new york courts!,0
frequently asked questions,0
"south african firm ordered lay 3,389 white employees",0
pope says rights muslim migrants trump safety concerns country,0
trump fan just charged trying murder maxine waters day trump threatened,0
begins: california appoints illegal alien state office – trump better plan,0
secret service agent says obama muslim & gay new tell-all book,0
"i’ll make sure jailed- donald trump tells ghana’s prez mahama ⋆ ghana home, ghana news, politics, info, news ghana, ghana",0
just in: 45 states just banned sharia law. support this? – christmasgifts,0
president trump just saved christmas 13 million retirees,0
confirmed ! justice ruth bader ginsburg resigning post associate justice supreme court,0
fbi raids obama – massive secret hidden years,0
fox news accidentally puts poll graphic shows trusted network,0
'the daily show's' michelle wolf lands netflix late-night (exclusive),0
"russian source trump dossier killed russian plane crash, rosatom cfo dead. : conspiracy",0
family's private investigator: evidence seth rich contact wikileaks prior death,0
obama’s private ‘security’ company sets massive camps outside 3 major cities,0
usda approves slaughterhouses producing horse meat human consumption,0
delta force raids obama stronghold thailand,0
accessed aug 11,0
bowe bergdahl wanders court-martial — duffel blog,0
iranian official drops bombshell: obama secretly gave citizenship 2500 iranians nuke deal,0
"isis lays arms katy perry’s impassioned plea ‘like, just co-exist’",0
breaking: supreme court sides trump–this changes everything!,0
"breaking: barron trump rushed hospital, hospital releases statement condition",0
international arrest warrant issued george soros,0
george h.w. bush died 94 – new york,0
keanu trump travel ban: 'just terrible',0
wake america,0
account suspended,0
police discover meth lab room alabama walmart,0
florida passes legalizing recreational use marijuana,0
twitter caught leaking donald trump's private messages undercover sting,0
senate report admits clinton ‘gifted’ children human traffickers,0
rubio: “rape victims custody suspicion they’re planning abortion”,0
radical muslims australia offended children sing national anthem,0
rep. paul gosar asks capitol police arrest illegal immigrants attending state union,0
worse hitler! trey gowdy’s son dumpster dc! murders questioned!,0
"donald trump protester speaks out: “i paid $3,500 protest trump’s rally”",0
breaking: 3 liberal celebrities arrested conspiracy assassinate president trump,0
"singer dolly parton: “trump year better 16 years’ bush, obama ‘put together’, stupid liberals doing impeach standing trump forever.",0
busted: russian mansions obama seized meant illegal gifts sasha malia,0
affected government shutdown?,0
lindsey graham threatens convert democrat republicans don’t dump trump – true trumpers,0
electoral college elector commits suicide avoid voting donald trump,0
sarah palin calls boycott mall america “santa white bible”,0
account suspended,0
national federation independent business,1
comments fayetteville nc,1
"romney makes pitch, hoping close deal : elections : rocky mountain news",1
democratic leaders say house democrats united gop default act,1
"budget united states government, fy 2008",1
donald trump exaggerates says china 'total control' north korea,1
25th amendment,1
子供たちのコト。私のコト。,1
"briefing white house press secretary robert gibbs, 9/10/09",1
solar grand plan: scientific american,1
covering young adults affordable care act: importance outreach medicaid expansion,1
"harry reid says gop ""stop crying"" reconciliation",1
political tv ad archive » polad,1
bureau labor statistics data,1
summary affordable care act,1
'this week' transcript: holder giuliani,1
impeachment talk cynical game,1
preventing flu: good health habits help stop germs,1
las vegas campaign rally,1
moveon.org political action: 10 things know mccain,1
rand paul campaigns iowa miller-meeks,1
hispanic populations share wealth likely increase 2025,1
hillary clinton says guns exceed categories leading cause death young black men,1
lost decade: working-age household income 10% 2000,1
u.s. senate: supreme court nominations: present-1789,1
politifact’s annotated transcript second presidential debate,1
obamas comments capandtrade costs,1
des moines register,1
tonight jay leno,1
'this week' transcript: pelosi gates,1
losing ground foreclosures subprime market cost homeowners,1
joint dhs odni election security statement,1
u.s. senate: u.s. senate roll votes 110th congress,1
palin-huey,1
"employment, hours, earnings current employment statistics survey (national) home page",1
"no, can’t? won’t?",1
barack obama’s remarks st. paul,1
letter chaffetz cummings,1
arena - politico's daily debate policymakers opinion shapers,1
economic burden caused tax code complexity,1
mcdonnell letter urges delay virginia offshore energy exploration development,1
"young people undocumented: country, too.",1
transcript ap interview trump,1
change believe,1
infrastructure report card 2005,1
"gop task force, lone democrat eye trafficking law",1
dr. james dobson,1
mccain: mcsame bush,1
john.he.is,1
remarks counterterrorism stanford university,1
iq media clip player,1
remarks president increasing oversight manipulation oil markets,1
u.s. army's involvement motorsports,1
"refugee agency welcomes arrival 10,000th syrian refugee resettled united states",1
watch replay fox news' 5 p.m. presidential debate,1
it’s time senate job – congressman mike honda – medium,1
"ralph nader barack obama: ""it quite clear corporate candidate z""",1
marco rubio says ted cruz voted defense cuts rand paul's budget proposal,1
births: preliminary data 2005,1
congress: job ratings,1
"leaving governor’s office 2006, mitt romney’s staff eliminated e-mail records",1
"transcript: democratic debate milwaukee, annotated",1
"crist experience vice president, mccain says",1
strong words ohio obama clinton press,1
lexisnexis(r) publisher,1
“dictionary” president obama’s health care taxes,1
memory lapse? trump seeks distance 'advisor' past ties mafia,1
gross domestic product percent change preceding period,1
benefits president trump’s child care proposals,1
organizing action,1
2008 presidential election,1
return viral email,1
'this week' transcript: rep. paul ryan,1
international energy statistics,1
interview sen john mccain,1
obama campaign radio ad,1
remarks president new strategy afghanistan pakistan,1
"trump hotel site, immigrant workers wary",1
"preliminary analysis chairman’s mark america’s healthy future act, amended",1
candidate comparison,1
political tv ad archive » polad,1
ted cruz' 'meet press' interview,1
"""new energy"" ad",1
session law,1
interview rudy giuliani,1
"'this week' transcript: mckay, napolitano, salazar allen",1
missing teen-ager new jersey,1
text: jeff flake trump speech transcript,1
'this week' transcript: biden,1
rising new generation global challenges,1
browse congressional bills,1
taxable estates estate tax liability average estate tax rate size gross estate,1
biden issues statement following conversation musharraf,1
remarks president american jobs act,1
remarks philadelphia,1
krugman calls senate health care similar law massachusetts,1
government accountability office report congressional committees,1
philando castile stopped 52 times police,1
regular session senate transcript,1
dragging rear arkansas bows pressures schools test,1
05/27/99 committee judiciary,1
bright horizons child care & family solutions,1
midoct paycheck troops government shuts lawmaker says,1
interview transcript: president barack obama,1
national income product accounts table 175 relation gross domestic product,1
america's enduring strength,1
debt day: symbol washington’s arrogant culture borrowing spending (boehner op-ed townhall.com),1
'this week' transcript: vice president dick cheney,1
transcript: blue-ribbon panel health care,1
republican response president barack obamas weekly radio address,1
colbert report,1
u.s. senate: u.s. senate roll votes 105th congress,1
striking richer evolution incomes united states update 2007 estimates,1
"outlook, office, skype, bing, breaking news, latest videos",1
china's space threat: missiles target u.s. satellites,1
job openings labor turnover survey news release,1
"'this week' transcript: goolsbee, brown & corker",1
analysis 2008 presidential candidates’ tax plans,1
"u.s. considers 3,000 troops afghanistan",1
"3rd democratic debate transcript, annotated: said meant",1
"joni ernst ""promises"" ad",1
testimony alternative minimum tax,1
obama criticizes mccain lobbyists,1
secret video: romney tells millionaire donors really thinks obama voters,1
peace strength american pride vs. “enemy-centric” policy,1
'this week' transcript: sen. dianne feinstein rep. mike rogers,1
there’s choice – gov. gary johnson – medium,1
florida democrats ask hhs protect floridians high insurance premiums marketplace,1
giuliani new hampshire,1
sale etch sketch brand,1
"transcript second mccain, obama debate",1
"romney president launches new television ad, ""remember""",1
mike gravel 2008,1
letter filed behalf sen barack obama obama exploratory committee,1
school kids taught praise obama,1
reps cummings cole interviewed msnbc,1
local news headlines hawaii,1
michael bennet senate,1
u.s. senator rand paul kentucky,1
h.r.6060 - 109th congress (2005-2006): department state authorities act 2006,1
spreadsheet key indicators oecd health data 2009 health care expenditures capita,1
transcripts,1
"care coverage: little, late",1
rep mike pence web site,1
border security economic opportunity immigration modernization act passed senate,1
white blue fund ad,1
pledge allegiance e-mail,1
mccain spoke early,1
"ad says obama apologized, showed weakness iran",1
hillary clinton remarks national urban league conference,1
friend israel woos palestinians visiting obama focuses israels right defend,1
transcripts,1
"saudi arabia energy data, statistics analysis",1
u.s. solar market insight report,1
frontpage magazine,1
obama: gitmo inspires jihadists,1
raw data: dick cheney's remarks center security policy,1
critical mention,1
monthly treasury statement receipts outlays united states government,1
remarks senator barack obama agenda middleclass success,1
end sight supermax?,1
"outlook, office, skype, bing, breaking news, latest videos",1
tim kaine's speech spanish arizona rally: read,1
trump's tough talk hedge-fund taxes doesn't match plan,1
crime chicago: explore community,1
john mccain president,1
des moines register,1
new york election results november 7,1
sanders supports gun safety,1
"""on on""",1
sasse statement trade war,1
monthly budget review,1
'this week' transcript: hillary clinton,1
centers disease control prevention,1
"employment, hours, earnings current employment statistics survey (national) home page",1
"nra president david keene rejects white house gun control approach | pbs newshour | jan. 15, 2013",1
let’s civil,1
average cable tv cited article industry study,1
u.s. department education budget history,1
lexisnexis(r) publisher,1
transcript: bob barr 'fox news sunday',1
"trump-clinton presidential debate transcript, annotated",1
border security role border patrol,1
pelosi urges minimum-wage hike,1
clinton's lead trump shrinks 3 points: new nbc news/wsj poll,1
findarticles.com,1
nobel peace prizes,1
u.s. senator john mccain,1
h.r.1025 - 103rd congress (1993-1994): brady handgun violence prevention act,1
hillary clinton transcript: read text clinton campaign launch,1
john hagee discusses catholic church,1
“put palin’s wolfkilling record television”,1
transcripts,1
"hill: op-ed: natural, nuclear",1
amendment declare english national language government united states,1
declining business dynamism united states look states metros,1
nexis®: sign,1
rep. vern buchanan twitter,1
transcripts,1
ivanka trump: father feels 'vindicated' comey hearing,1
"mccain touts 'gang 14,' immigration reform",1
planned parenthood® action center,1
cpd: 2008 debate transcript,1
czars romanovs,1
"impact senator obama's tax proposals described economic advisors workers, distribution federal tax change cash income percentile, 2009",1
"says universal, it's guarantee",1
obama addresses key concerns floridians,1
chairmans mark americas healthy future act 2009,1
op-ed president obama: president obama reflects impact title ix,1
